sql,estimate,actual,q-error
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id=245;
",11310,12645,1.118037135
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>2011 AND mi_idx.info_type_id<101;
",748084,824468,1.102106181
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id>4469;
",2288252,2312463,1.010580565
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year>2004 AND mk.keyword_id<395;
",133672,287440,2.150338141
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<1450361;
",14415375,14709511,1.020404325
"SELECT * FROM cast_info ci WHERE ci.person_id=966218 AND ci.role_id>8;
",79,3,26.33333333
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND t.production_year>0 AND mi.info_type_id>6;
",75322235,65692339,1.146590853
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mi.info_type_id>7 AND mk.keyword_id>5208;
",6507884,89898894,13.81384395
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year<1994 AND mk.keyword_id>2238;
",8059490,2933652,2.747254957
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND t.production_year>1972 AND ci.person_id<1030799 AND ci.role_id>1;
",2139644,974641,2.195314993
"SELECT * FROM title t WHERE t.kind_id=2 AND t.production_year>2004;
",39604,37544,1.054868954
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id=449;
",136,2296,16.88235294
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=2009 AND mi.info_type_id>6;
",307761,8118366,26.37880043
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id>6271;
",1984425,1995417,1.005539136
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year=1999 AND mi.info_type_id<3;
",21097,120891,5.730246007
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id<2 AND mc.company_id>67 AND ci.role_id>1;
",5985796,29283976,4.89224424
"SELECT * FROM cast_info ci WHERE ci.person_id=1606613 AND ci.role_id=1;
",169,1,169
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id>10495;
",830190,3463106,4.171461954
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id>3090045 AND mk.keyword_id>465;
",8890514,39453245,4.437678744
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year<1967 AND ci.person_id>519292;
",22949818,44634620,1.94487904
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=1 AND t.production_year=2007 AND mk.keyword_id<81098;
",55980,97028,1.733261879
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year<1958 AND mc.company_id>12922 AND mc.company_type_id=1;
",49270,76303,1.548670591
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id<11418;
",19103904,44570858,2.333075899
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=4 AND t.production_year<1991 AND mk.keyword_id>1515;
",44079,18716,2.355150673
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id>1 AND mc.company_id=19 AND mc.company_type_id=1;
",17066,40684,2.383921247
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>1975 AND ci.person_id<449724 AND mi_idx.info_type_id=100;
",406206,558041,1.373788176
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=7 AND t.production_year<2010 AND mc.company_id>160;
",1051309,367435,2.861210826
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>1988 AND mk.keyword_id=16264;
",41935,51315,1.223679504
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>1912 AND mk.keyword_id>7078;
",1810585,1893495,1.04579183
"SELECT * FROM cast_info ci WHERE ci.person_id<1893465 AND ci.role_id>1;
",12289545,6304499,1.94932936
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id>12540 AND mc.company_type_id>1;
",1090155,6003576,5.507084772
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year<1998 AND mi.info_type_id>3;
",1353085,1400364,1.034941633
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year<2005 AND ci.person_id=2431555;
",262,113,2.318584071
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year>1992 AND mi.info_type_id<11;
",6108063,13900534,2.275767948
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<2 AND mi.info_type_id<2 AND mi_idx.info_type_id=101;
",39586,198114,5.004648108
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year<2009 AND mi.info_type_id<2;
",582905,600339,1.029908819
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=7 AND mk.keyword_id>5390;
",1295613,326794,3.964616853
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id>6 AND mc.company_type_id=2;
",18727925,32681953,1.745092048
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year=1989 AND mc.company_type_id<2 AND mi.info_type_id=7;
",5482,28598,5.21670923
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<2776337 AND ci.role_id>4;
",7091328,3187691,2.224597052
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id>1 AND t.production_year=1994;
",117202,101142,1.158786656
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year>2007 AND ci.role_id>1;
",43082734,83183915,1.930794712
"SELECT * FROM movie_companies mc WHERE mc.company_id=233723 AND mc.company_type_id>1;
",53,1,53
"SELECT * FROM cast_info ci WHERE ci.person_id=2895055 AND ci.role_id>6;
",107,172,1.607476636
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id<11483;
",44069885,147122845,3.338398659
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id<2124;
",21212127,68398875,3.224517513
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id<166 AND mc.company_type_id=2 AND mi.info_type_id>104;
",30133,24543,1.227763517
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>2006 AND mi_idx.info_type_id>100;
",584627,345193,1.693623567
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year<1958 AND ci.person_id<764565 AND ci.role_id>2 AND mk.keyword_id>2554;
",343782,701432,2.040339517
"SELECT * FROM cast_info ci WHERE ci.person_id<747353;
",7631936,7695340,1.008307722
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year<1973;
",4078242,32615564,7.997456747
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mk.keyword_id<23129;
",3846623,28418725,7.387967316
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id>174540 AND mc.company_type_id=2;
",37184,73141,1.967001936
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>2172839 AND ci.role_id<8 AND mi_idx.info_type_id=99;
",2135807,3089586,1.446566099
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year>1916 AND mc.company_type_id>1;
",1263163,1243355,1.01593109
"SELECT * FROM cast_info ci WHERE ci.person_id<1023213 AND ci.role_id>3;
",3446294,2109092,1.634017862
"SELECT * FROM cast_info ci WHERE ci.person_id<1002465;
",9910429,10196535,1.028869184
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND t.production_year>1995 AND ci.person_id>630345 AND ci.role_id=8;
",360507,441439,1.224494947
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id<2372881 AND ci.role_id>1;
",26905707,59165385,2.198990162
"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND mc.company_id<1402 AND mc.company_type_id<2;
",140292,625581,4.459135232
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year=2011 AND ci.role_id<2 AND mi_idx.info_type_id<100;
",101176,107827,1.065736934
"SELECT * FROM cast_info ci WHERE ci.person_id<2305035 AND ci.role_id>1;
",14623649,9922924,1.473723773
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id=610 AND mc.company_type_id<2;
",295,1564,5.301694915
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year=1976 AND mi.info_type_id=4;
",6985,8495,1.216177523
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year=1990 AND mi_idx.info_type_id>100;
",35155,62721,1.784127436
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND ci.person_id>1463874 AND ci.role_id=1;
",2948964,864903,3.409589283
"SELECT * FROM cast_info ci WHERE ci.person_id>2788480 AND ci.role_id=8;
",446201,719676,1.61289643
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=7 AND mc.company_id>19 AND ci.role_id=4;
",1635142,1341924,1.218505668
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND t.production_year<2011 AND ci.role_id=1;
",4024292,4792092,1.190791324
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year=2007 AND mi.info_type_id>3;
",550435,2438779,4.430639403
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year=2003 AND ci.person_id<986535;
",266881,269384,1.009378712
"SELECT * FROM movie_companies mc WHERE mc.company_id=46984;
",104,8,13
"SELECT * FROM cast_info ci WHERE ci.person_id<185302 AND ci.role_id>4;
",488095,245576,1.987551715
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id>2 AND t.production_year<2006 AND mi.info_type_id<16;
",3872720,2301172,1.68293374
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>1998 AND mi.info_type_id>18 AND mk.keyword_id<438;
",102253,34676,2.948811858
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id>1 AND t.production_year<2005 AND ci.person_id=877163;
",192,28,6.857142857
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=3 AND ci.person_id>1248559;
",1706547,6347403,3.719442242
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=1 AND t.production_year>2004 AND mc.company_id>59402 AND mc.company_type_id<2;
",34962,5526,6.326818675
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id>1142;
",3412449,3411496,1.00027935
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<5295;
",2370988,2355883,1.006411609
"SELECT * FROM cast_info ci WHERE ci.person_id=426325;
",489,358,1.365921788
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id<2987;
",1002855,4117801,4.106078147
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id=63036;
",249,12,20.75
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id<7 AND t.production_year<1951 AND mi.info_type_id=4;
",32783,119284,3.638593173
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id=7125;
",249,130,1.915384615
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year<2009 AND mi.info_type_id>17 AND mk.keyword_id<230;
",88941,39057,2.277210231
"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id=23486 AND mc.company_type_id<2;
",295,198,1.48989899
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND ci.person_id<1366932 AND ci.role_id>5;
",473299,1009641,2.133199098
"SELECT * FROM cast_info ci WHERE ci.person_id<3554433 AND ci.role_id>8;
",5445671,3107616,1.752362905
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id>11863;
",1406545,1409242,1.001917464
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id<452199 AND ci.role_id=2 AND mi.info_type_id<102;
",5373874,15495,346.8134237
"SELECT * FROM cast_info ci WHERE ci.person_id=490167;
",489,88,5.556818182
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id>27 AND mc.company_type_id>1;
",17992917,31963525,1.776450422
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>1954 AND mk.keyword_id=2913;
",223,169,1.319526627
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id>2159745;
",27024902,87174852,3.22572315
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=7 AND mk.keyword_id>490;
",2354146,573814,4.102629075
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id=5239;
",249,63,3.952380952
"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id<3 AND mi.info_type_id=2;
",413429,713253,1.725212793
"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id=711262;
",489,92,5.315217391
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>1917 AND mk.keyword_id<36083;
",3790472,3973318,1.04823832
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=1 AND t.production_year=1991 AND mc.company_id<27;
",4957,4648,1.066480207
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year<2014 AND mk.keyword_id=987;
",2097,638,3.286833856
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.production_year=1996 AND mi_idx.info_type_id<101;
",182478,516374,2.8297877
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>1942 AND mi_idx.info_type_id=100;
",299666,2812822,9.386523663
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_type_id=1 AND mk.keyword_id<55;
",27828,161867,5.816695415
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id>100 AND mk.keyword_id>2327;
",539370,2316228,4.294321152
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year<1938 AND ci.person_id<2290872 AND ci.role_id>1;
",1407647,1552279,1.102747351
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND mi.info_type_id<4 AND mi_idx.info_type_id=101;
",497988,497524,1.000932618
"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=2011 AND mi_idx.info_type_id>100 AND mk.keyword_id<4725;
",10035,35122,3.499950174
"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=9674;
",104,707,6.798076923
"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id>2 AND mi.info_type_id<6;
",6899735,6019224,1.146283142
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id>12383;
",1355704,1356575,1.000642471
"SELECT * FROM movie_keyword mk WHERE mk.keyword_id<1236;
",1135169,1131076,1.003618678
"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mk.keyword_id=83559;
",257,6,42.83333333
"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<3 AND t.production_year>1996 AND mi_idx.info_type_id=99;
",505016,2515032,4.980103601
"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year<2011 AND mk.keyword_id=4853;
",203,1500,7.389162562
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND t.production_year<2011;
",68844289,331809997,4.819717101
"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>2010 AND ci.person_id<3054241 AND ci.role_id=2 AND mi_idx.info_type_id=101;
",68721,128793,1.874143275
"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id>207 AND ci.person_id=3675751;
",433,500,1.154734411
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year<2001 AND ci.person_id>2536455 AND ci.role_id=11;
",220896,1136443,5.144697052
"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND t.production_year<2008 AND ci.person_id>2488690 AND ci.role_id>7;
",3970372,59270902,14.92829941
"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id>4002860 AND ci.role_id>4 AND mk.keyword_id>2560;
",99364,1894483,19.06609033
